Id,Type,Time,Level,Volts
1,moist,2015-06-11 22:55:02,284,0.92
2,moist,2015-06-11 22:55:02,232,0.75
1,moist,2015-06-11 23:05:02,286,0.92
2,moist,2015-06-11 23:05:02,231,0.75
1,moist,2015-06-11 23:15:02,288,0.93
2,moist,2015-06-11 23:15:02,234,0.75
1,moist,2015-06-11 23:25:02,288,0.93
2,moist,2015-06-11 23:25:02,232,0.75
1,moist,2015-06-11 23:35:02,287,0.93
2,moist,2015-06-11 23:35:02,234,0.75
1,moist,2015-06-11 23:45:02,285,0.92
2,moist,2015-06-11 23:45:02,236,0.76
1,moist,2015-06-11 23:55:02,288,0.93
2,moist,2015-06-11 23:55:02,237,0.76
1,moist,2015-06-12 00:05:02,289,0.93
2,moist,2015-06-12 00:05:02,238,0.77
1,moist,2015-06-12 00:15:02,288,0.93
2,moist,2015-06-12 00:15:02,237,0.76
1,moist,2015-06-12 00:25:02,286,0.92
2,moist,2015-06-12 00:25:02,238,0.77
1,moist,2015-06-12 00:35:02,284,0.92
2,moist,2015-06-12 00:35:02,237,0.76
1,moist,2015-06-12 00:45:02,282,0.91
2,moist,2015-06-12 00:45:02,234,0.75
1,moist,2015-06-12 00:55:02,280,0.9
2,moist,2015-06-12 00:55:02,235,0.76
1,moist,2015-06-12 01:05:02,280,0.9
2,moist,2015-06-12 01:05:02,236,0.76
1,moist,2015-06-12 01:15:02,284,0.92
2,moist,2015-06-12 01:15:02,240,0.77
1,moist,2015-06-12 01:25:02,292,0.94
2,moist,2015-06-12 01:25:02,241,0.78
1,moist,2015-06-12 01:35:02,280,0.9
2,moist,2015-06-12 01:35:02,240,0.77
1,moist,2015-06-12 01:45:02,276,0.89
2,moist,2015-06-12 01:45:02,238,0.77
1,moist,2015-06-12 01:55:02,278,0.9
2,moist,2015-06-12 01:55:02,240,0.77
1,moist,2015-06-12 02:05:02,275,0.89
2,moist,2015-06-12 02:05:02,233,0.75
1,moist,2015-06-12 02:15:02,271,0.87
2,moist,2015-06-12 02:15:02,235,0.76
1,moist,2015-06-12 02:25:02,273,0.88
2,moist,2015-06-12 02:25:02,235,0.76
1,moist,2015-06-12 02:35:02,278,0.9
2,moist,2015-06-12 02:35:02,235,0.76
1,moist,2015-06-12 02:45:02,278,0.9
2,moist,2015-06-12 02:45:02,237,0.76
1,moist,2015-06-12 02:55:02,278,0.9
2,moist,2015-06-12 02:55:02,237,0.76
1,moist,2015-06-12 03:05:02,277,0.89
2,moist,2015-06-12 03:05:02,237,0.76
1,moist,2015-06-12 03:15:02,277,0.89
2,moist,2015-06-12 03:15:02,236,0.76
1,moist,2015-06-12 03:25:02,272,0.88
2,moist,2015-06-12 03:25:02,239,0.77
1,moist,2015-06-12 03:35:02,270,0.87
2,moist,2015-06-12 03:35:02,237,0.76
1,moist,2015-06-12 03:45:02,273,0.88
2,moist,2015-06-12 03:45:02,237,0.76
1,moist,2015-06-12 03:55:02,274,0.88
2,moist,2015-06-12 03:55:02,238,0.77
1,moist,2015-06-12 04:05:02,273,0.88
2,moist,2015-06-12 04:05:02,237,0.76
1,moist,2015-06-12 04:15:02,276,0.89
2,moist,2015-06-12 04:15:02,239,0.77
1,moist,2015-06-12 04:25:02,274,0.88
2,moist,2015-06-12 04:25:02,239,0.77
1,moist,2015-06-12 04:35:02,275,0.89
2,moist,2015-06-12 04:35:02,231,0.75
1,moist,2015-06-12 04:45:02,274,0.88
2,moist,2015-06-12 04:45:02,237,0.76
1,moist,2015-06-12 04:55:02,274,0.88
2,moist,2015-06-12 04:55:02,238,0.77
1,moist,2015-06-12 05:05:02,271,0.87
2,moist,2015-06-12 05:05:02,234,0.75
1,moist,2015-06-12 05:15:02,277,0.89
2,moist,2015-06-12 05:15:02,236,0.76
1,moist,2015-06-12 05:25:02,273,0.88
2,moist,2015-06-12 05:25:02,234,0.75
1,moist,2015-06-12 05:35:02,272,0.88
2,moist,2015-06-12 05:35:02,236,0.76
1,moist,2015-06-12 05:45:02,273,0.88
2,moist,2015-06-12 05:45:02,239,0.77
1,moist,2015-06-12 05:55:02,273,0.88
2,moist,2015-06-12 05:55:02,237,0.76
1,moist,2015-06-12 06:05:02,271,0.87
2,moist,2015-06-12 06:05:02,238,0.77
1,moist,2015-06-12 06:15:02,272,0.88
2,moist,2015-06-12 06:15:02,238,0.77
1,moist,2015-06-12 06:25:02,273,0.88
2,moist,2015-06-12 06:25:02,238,0.77
1,moist,2015-06-12 06:35:02,270,0.87
2,moist,2015-06-12 06:35:02,235,0.76
1,moist,2015-06-12 06:45:02,270,0.87
2,moist,2015-06-12 06:45:02,236,0.76
1,moist,2015-06-12 06:55:02,272,0.88
2,moist,2015-06-12 06:55:02,237,0.76
1,moist,2015-06-12 07:05:02,272,0.88
2,moist,2015-06-12 07:05:02,238,0.77
1,moist,2015-06-12 07:15:02,270,0.87
2,moist,2015-06-12 07:15:02,238,0.77
1,moist,2015-06-12 07:25:02,268,0.86
2,moist,2015-06-12 07:25:02,234,0.75
1,moist,2015-06-12 07:35:02,269,0.87
2,moist,2015-06-12 07:35:02,238,0.77
1,moist,2015-06-12 07:45:02,265,0.85
2,moist,2015-06-12 07:45:02,235,0.76
1,moist,2015-06-12 07:55:02,165,0.53
2,moist,2015-06-12 07:55:02,228,0.74
1,moist,2015-06-12 08:05:02,157,0.51
2,moist,2015-06-12 08:05:02,200,0.65
1,moist,2015-06-12 08:15:02,163,0.53
2,moist,2015-06-12 08:15:02,201,0.65
1,moist,2015-06-12 08:25:02,169,0.55
2,moist,2015-06-12 08:25:02,202,0.65
1,moist,2015-06-12 08:35:02,176,0.57
2,moist,2015-06-12 08:35:02,204,0.66
1,moist,2015-06-12 08:45:02,183,0.59
2,moist,2015-06-12 08:45:02,202,0.65
1,moist,2015-06-12 08:55:02,184,0.59
2,moist,2015-06-12 08:55:02,204,0.66
1,moist,2015-06-12 09:05:02,193,0.62
2,moist,2015-06-12 09:05:02,205,0.66
1,moist,2015-06-12 09:15:02,195,0.63
2,moist,2015-06-12 09:15:02,205,0.66
1,moist,2015-06-12 09:25:02,199,0.64
2,moist,2015-06-12 09:25:02,206,0.66
1,moist,2015-06-12 09:35:02,200,0.65
2,moist,2015-06-12 09:35:02,208,0.67
1,moist,2015-06-12 09:45:02,203,0.65
2,moist,2015-06-12 09:45:02,206,0.66
1,moist,2015-06-12 09:55:02,206,0.66
2,moist,2015-06-12 09:55:02,205,0.66
1,moist,2015-06-12 10:05:02,207,0.67
2,moist,2015-06-12 10:05:02,205,0.66
1,moist,2015-06-12 10:15:02,209,0.67
2,moist,2015-06-12 10:15:02,206,0.66
1,moist,2015-06-12 10:25:02,205,0.66
2,moist,2015-06-12 10:25:02,205,0.66
1,moist,2015-06-12 10:35:02,205,0.66
2,moist,2015-06-12 10:35:02,204,0.66
1,moist,2015-06-12 10:45:02,207,0.67
2,moist,2015-06-12 10:45:02,205,0.66
1,moist,2015-06-12 10:55:02,207,0.67
2,moist,2015-06-12 10:55:02,204,0.66
1,moist,2015-06-12 11:05:02,207,0.67
2,moist,2015-06-12 11:05:02,205,0.66
1,moist,2015-06-12 11:15:02,210,0.68
2,moist,2015-06-12 11:15:02,204,0.66
1,moist,2015-06-12 11:25:02,209,0.67
2,moist,2015-06-12 11:25:02,204,0.66
1,moist,2015-06-12 11:35:02,208,0.67
2,moist,2015-06-12 11:35:02,204,0.66
1,moist,2015-06-12 11:45:02,211,0.68
2,moist,2015-06-12 11:45:02,204,0.66
1,moist,2015-06-12 11:55:02,213,0.69
2,moist,2015-06-12 11:55:02,202,0.65
1,moist,2015-06-12 12:05:02,214,0.69
2,moist,2015-06-12 12:05:02,203,0.65
1,moist,2015-06-12 12:15:02,213,0.69
2,moist,2015-06-12 12:15:02,204,0.66
1,moist,2015-06-12 12:25:02,215,0.69
2,moist,2015-06-12 12:25:02,202,0.65
1,moist,2015-06-12 12:35:02,215,0.69
2,moist,2015-06-12 12:35:02,205,0.66
1,moist,2015-06-12 12:45:02,213,0.69
2,moist,2015-06-12 12:45:02,204,0.66
1,moist,2015-06-12 12:55:02,214,0.69
2,moist,2015-06-12 12:55:02,204,0.66
1,moist,2015-06-12 13:05:02,214,0.69
2,moist,2015-06-12 13:05:02,203,0.65
1,moist,2015-06-12 13:15:02,212,0.68
2,moist,2015-06-12 13:15:02,203,0.65
1,moist,2015-06-12 13:25:02,216,0.7
2,moist,2015-06-12 13:25:02,205,0.66
1,moist,2015-06-12 13:35:02,217,0.7
2,moist,2015-06-12 13:35:02,205,0.66
1,moist,2015-06-12 13:45:02,221,0.71
2,moist,2015-06-12 13:45:02,204,0.66
1,moist,2015-06-12 13:55:02,218,0.7
2,moist,2015-06-12 13:55:02,209,0.67
1,moist,2015-06-12 14:05:02,218,0.7
2,moist,2015-06-12 14:05:02,204,0.66
1,moist,2015-06-12 14:15:02,219,0.71
2,moist,2015-06-12 14:15:02,202,0.65
1,moist,2015-06-12 14:25:02,220,0.71
2,moist,2015-06-12 14:25:02,205,0.66
1,moist,2015-06-12 14:35:02,218,0.7
2,moist,2015-06-12 14:35:02,202,0.65
1,moist,2015-06-12 14:45:02,218,0.7
2,moist,2015-06-12 14:45:02,204,0.66
1,moist,2015-06-12 14:55:02,216,0.7
2,moist,2015-06-12 14:55:02,202,0.65
1,moist,2015-06-12 15:05:02,218,0.7
2,moist,2015-06-12 15:05:02,202,0.65
1,moist,2015-06-12 15:15:02,214,0.69
2,moist,2015-06-12 15:15:02,204,0.66
1,moist,2015-06-12 15:25:02,218,0.7
2,moist,2015-06-12 15:25:02,204,0.66
1,moist,2015-06-12 15:35:02,217,0.7
2,moist,2015-06-12 15:35:02,203,0.65
1,moist,2015-06-12 15:45:02,217,0.7
2,moist,2015-06-12 15:45:02,202,0.65
1,moist,2015-06-12 15:55:02,215,0.69
2,moist,2015-06-12 15:55:02,202,0.65
1,moist,2015-06-12 16:05:02,218,0.7
2,moist,2015-06-12 16:05:02,202,0.65
1,moist,2015-06-12 16:15:02,218,0.7
2,moist,2015-06-12 16:15:02,203,0.65
1,moist,2015-06-12 16:25:02,216,0.7
2,moist,2015-06-12 16:25:02,204,0.66
1,moist,2015-06-12 16:35:02,216,0.7
2,moist,2015-06-12 16:35:02,202,0.65
1,moist,2015-06-12 16:45:02,218,0.7
2,moist,2015-06-12 16:45:02,203,0.65
1,moist,2015-06-12 16:55:02,217,0.7
2,moist,2015-06-12 16:55:02,202,0.65
1,moist,2015-06-12 17:05:02,217,0.7
2,moist,2015-06-12 17:05:02,203,0.65
1,moist,2015-06-12 17:15:02,218,0.7
2,moist,2015-06-12 17:15:02,204,0.66
1,moist,2015-06-12 17:25:02,215,0.69
2,moist,2015-06-12 17:25:02,201,0.65
1,moist,2015-06-12 17:35:02,217,0.7
2,moist,2015-06-12 17:35:02,203,0.65
1,moist,2015-06-12 17:45:02,216,0.7
2,moist,2015-06-12 17:45:02,203,0.65
1,moist,2015-06-12 17:55:02,215,0.69
2,moist,2015-06-12 17:55:02,203,0.65
1,moist,2015-06-12 18:05:02,215,0.69
2,moist,2015-06-12 18:05:02,201,0.65
1,moist,2015-06-12 18:15:02,217,0.7
2,moist,2015-06-12 18:15:02,202,0.65
1,moist,2015-06-12 18:25:02,215,0.69
2,moist,2015-06-12 18:25:02,209,0.67
1,moist,2015-06-12 18:35:02,216,0.7
2,moist,2015-06-12 18:35:02,200,0.65
1,moist,2015-06-12 18:45:02,216,0.7
2,moist,2015-06-12 18:45:02,202,0.65
1,moist,2015-06-12 18:55:02,217,0.7
2,moist,2015-06-12 18:55:02,203,0.65
1,moist,2015-06-12 19:05:02,215,0.69
2,moist,2015-06-12 19:05:02,201,0.65
1,moist,2015-06-12 19:15:02,216,0.7
2,moist,2015-06-12 19:15:02,201,0.65
1,moist,2015-06-12 19:25:02,215,0.69
2,moist,2015-06-12 19:25:02,201,0.65
1,moist,2015-06-12 19:35:02,216,0.7
2,moist,2015-06-12 19:35:02,202,0.65
1,moist,2015-06-12 19:45:02,217,0.7
2,moist,2015-06-12 19:45:02,202,0.65
1,moist,2015-06-12 19:55:02,215,0.69
2,moist,2015-06-12 19:55:02,201,0.65
1,moist,2015-06-12 20:05:02,217,0.7
2,moist,2015-06-12 20:05:02,201,0.65
1,moist,2015-06-12 20:15:02,213,0.69
2,moist,2015-06-12 20:15:02,207,0.67
1,moist,2015-06-12 20:25:02,216,0.7
2,moist,2015-06-12 20:25:02,202,0.65
1,moist,2015-06-12 20:35:02,217,0.7
2,moist,2015-06-12 20:35:02,201,0.65
1,moist,2015-06-12 20:45:02,216,0.7
2,moist,2015-06-12 20:45:02,202,0.65
1,moist,2015-06-12 20:55:02,213,0.69
2,moist,2015-06-12 20:55:02,199,0.64
1,moist,2015-06-12 21:05:02,216,0.7
2,moist,2015-06-12 21:05:02,200,0.65
1,moist,2015-06-12 21:15:02,215,0.69
2,moist,2015-06-12 21:15:02,199,0.64
1,moist,2015-06-12 21:25:02,214,0.69
2,moist,2015-06-12 21:25:02,200,0.65
1,moist,2015-06-12 21:35:02,216,0.7
2,moist,2015-06-12 21:35:02,200,0.65
1,moist,2015-06-12 21:45:02,217,0.7
2,moist,2015-06-12 21:45:02,200,0.65
1,moist,2015-06-12 21:55:02,213,0.69
2,moist,2015-06-12 21:55:02,200,0.65
1,moist,2015-06-12 22:05:02,217,0.7
2,moist,2015-06-12 22:05:02,198,0.64
1,moist,2015-06-12 22:15:02,216,0.7
2,moist,2015-06-12 22:15:02,200,0.65
1,moist,2015-06-12 22:25:02,217,0.7
2,moist,2015-06-12 22:25:02,202,0.65
1,moist,2015-06-12 22:35:02,215,0.69
2,moist,2015-06-12 22:35:02,200,0.65
1,moist,2015-06-12 22:45:02,216,0.7
2,moist,2015-06-12 22:45:02,200,0.65
1,moist,2015-06-12 22:55:02,216,0.7
2,moist,2015-06-12 22:55:02,201,0.65
1,moist,2015-06-12 23:05:02,216,0.7
2,moist,2015-06-12 23:05:02,201,0.65
1,moist,2015-06-12 23:15:02,217,0.7
2,moist,2015-06-12 23:15:02,202,0.65
1,moist,2015-06-12 23:25:02,216,0.7
2,moist,2015-06-12 23:25:02,199,0.64
1,moist,2015-06-12 23:35:02,218,0.7
2,moist,2015-06-12 23:35:02,201,0.65
1,moist,2015-06-12 23:45:02,219,0.71
2,moist,2015-06-12 23:45:02,200,0.65
1,moist,2015-06-12 23:55:02,215,0.69
2,moist,2015-06-12 23:55:02,201,0.65
1,moist,2015-06-13 00:05:02,217,0.7
2,moist,2015-06-13 00:05:02,201,0.65
1,moist,2015-06-13 00:15:02,216,0.7
2,moist,2015-06-13 00:15:02,200,0.65
1,moist,2015-06-13 00:25:02,216,0.7
2,moist,2015-06-13 00:25:02,202,0.65
1,moist,2015-06-13 00:35:02,216,0.7
2,moist,2015-06-13 00:35:02,202,0.65
1,moist,2015-06-13 00:45:02,216,0.7
2,moist,2015-06-13 00:45:02,200,0.65
1,moist,2015-06-13 00:55:02,216,0.7
2,moist,2015-06-13 00:55:02,200,0.65
1,moist,2015-06-13 01:05:02,217,0.7
2,moist,2015-06-13 01:05:02,203,0.65
1,moist,2015-06-13 01:15:02,215,0.69
2,moist,2015-06-13 01:15:02,199,0.64
1,moist,2015-06-13 01:25:02,216,0.7
2,moist,2015-06-13 01:25:02,202,0.65
1,moist,2015-06-13 01:35:02,214,0.69
2,moist,2015-06-13 01:35:02,200,0.65
1,moist,2015-06-13 01:45:02,215,0.69
2,moist,2015-06-13 01:45:02,201,0.65
1,moist,2015-06-13 01:55:02,216,0.7
2,moist,2015-06-13 01:55:02,202,0.65
1,moist,2015-06-13 02:05:02,217,0.7
2,moist,2015-06-13 02:05:02,200,0.65
1,moist,2015-06-13 02:15:02,215,0.69
2,moist,2015-06-13 02:15:02,200,0.65
1,moist,2015-06-13 02:25:02,214,0.69
2,moist,2015-06-13 02:25:02,200,0.65
1,moist,2015-06-13 02:35:02,216,0.7
2,moist,2015-06-13 02:35:02,202,0.65
1,moist,2015-06-13 02:45:02,215,0.69
2,moist,2015-06-13 02:45:02,200,0.65
1,moist,2015-06-13 02:55:02,215,0.69
2,moist,2015-06-13 02:55:02,202,0.65
1,moist,2015-06-13 03:05:02,215,0.69
2,moist,2015-06-13 03:05:02,200,0.65
1,moist,2015-06-13 03:15:02,216,0.7
2,moist,2015-06-13 03:15:02,202,0.65
1,moist,2015-06-13 03:25:02,215,0.69
2,moist,2015-06-13 03:25:02,201,0.65
1,moist,2015-06-13 03:35:02,215,0.69
2,moist,2015-06-13 03:35:02,201,0.65
1,moist,2015-06-13 03:45:02,214,0.69
2,moist,2015-06-13 03:45:02,200,0.65
1,moist,2015-06-13 03:55:02,215,0.69
2,moist,2015-06-13 03:55:02,201,0.65
1,moist,2015-06-13 04:05:02,214,0.69
2,moist,2015-06-13 04:05:02,200,0.65
1,moist,2015-06-13 04:15:02,215,0.69
2,moist,2015-06-13 04:15:02,200,0.65
1,moist,2015-06-13 04:25:02,215,0.69
2,moist,2015-06-13 04:25:02,198,0.64
1,moist,2015-06-13 04:35:02,215,0.69
2,moist,2015-06-13 04:35:02,200,0.65
1,moist,2015-06-13 04:45:02,216,0.7
2,moist,2015-06-13 04:45:02,201,0.65
1,moist,2015-06-13 04:55:02,215,0.69
2,moist,2015-06-13 04:55:02,201,0.65
1,moist,2015-06-13 05:05:02,216,0.7
2,moist,2015-06-13 05:05:02,202,0.65
1,moist,2015-06-13 05:15:02,216,0.7
2,moist,2015-06-13 05:15:02,202,0.65
1,moist,2015-06-13 05:25:02,217,0.7
2,moist,2015-06-13 05:25:02,201,0.65
1,moist,2015-06-13 05:35:02,217,0.7
2,moist,2015-06-13 05:35:02,202,0.65
1,moist,2015-06-13 05:45:02,215,0.69
2,moist,2015-06-13 05:45:02,200,0.65
1,moist,2015-06-13 05:55:02,217,0.7
2,moist,2015-06-13 05:55:02,202,0.65
1,moist,2015-06-13 06:05:02,215,0.69
2,moist,2015-06-13 06:05:02,201,0.65
1,moist,2015-06-13 06:15:02,216,0.7
2,moist,2015-06-13 06:15:02,201,0.65
1,moist,2015-06-13 06:25:02,215,0.69
2,moist,2015-06-13 06:25:02,203,0.65
1,moist,2015-06-13 06:35:02,216,0.7
2,moist,2015-06-13 06:35:02,201,0.65
1,moist,2015-06-13 06:45:02,215,0.69
2,moist,2015-06-13 06:45:02,202,0.65
1,moist,2015-06-13 06:55:02,215,0.69
2,moist,2015-06-13 06:55:02,202,0.65
1,moist,2015-06-13 07:05:02,218,0.7
2,moist,2015-06-13 07:05:02,201,0.65
1,moist,2015-06-13 07:15:02,217,0.7
2,moist,2015-06-13 07:15:02,202,0.65
1,moist,2015-06-13 07:25:02,215,0.69
2,moist,2015-06-13 07:25:02,200,0.65
1,moist,2015-06-13 07:35:02,217,0.7
2,moist,2015-06-13 07:35:02,202,0.65
1,moist,2015-06-13 07:45:02,215,0.69
2,moist,2015-06-13 07:45:02,204,0.66
1,moist,2015-06-13 07:55:02,214,0.69
2,moist,2015-06-13 07:55:02,201,0.65
1,moist,2015-06-13 08:05:02,215,0.69
2,moist,2015-06-13 08:05:02,203,0.65
1,moist,2015-06-13 08:15:02,214,0.69
2,moist,2015-06-13 08:15:02,201,0.65
1,moist,2015-06-13 08:25:02,215,0.69
2,moist,2015-06-13 08:25:02,202,0.65
1,moist,2015-06-13 08:35:02,215,0.69
2,moist,2015-06-13 08:35:02,201,0.65
1,moist,2015-06-13 08:45:02,215,0.69
2,moist,2015-06-13 08:45:02,201,0.65
1,moist,2015-06-13 08:55:02,214,0.69
2,moist,2015-06-13 08:55:02,202,0.65
1,moist,2015-06-13 09:05:02,214,0.69
2,moist,2015-06-13 09:05:02,202,0.65
1,moist,2015-06-13 09:15:02,213,0.69
2,moist,2015-06-13 09:15:02,201,0.65
1,moist,2015-06-13 09:25:02,214,0.69
2,moist,2015-06-13 09:25:02,201,0.65
1,moist,2015-06-13 09:35:02,213,0.69
2,moist,2015-06-13 09:35:02,201,0.65
1,moist,2015-06-13 09:45:02,212,0.68
2,moist,2015-06-13 09:45:02,202,0.65
1,moist,2015-06-13 09:55:02,214,0.69
2,moist,2015-06-13 09:55:02,201,0.65
1,moist,2015-06-13 10:05:02,213,0.69
2,moist,2015-06-13 10:05:02,201,0.65
1,moist,2015-06-13 10:15:02,212,0.68
2,moist,2015-06-13 10:15:02,201,0.65
1,moist,2015-06-13 10:25:02,213,0.69
2,moist,2015-06-13 10:25:02,207,0.67
1,moist,2015-06-13 10:35:02,214,0.69
2,moist,2015-06-13 10:35:02,209,0.67
1,moist,2015-06-13 10:45:02,214,0.69
2,moist,2015-06-13 10:45:02,210,0.68
1,moist,2015-06-13 10:55:02,207,0.67
2,moist,2015-06-13 10:55:02,209,0.67
1,moist,2015-06-13 11:05:02,214,0.69
2,moist,2015-06-13 11:05:02,207,0.67
1,moist,2015-06-13 11:15:02,213,0.69
2,moist,2015-06-13 11:15:02,209,0.67
1,moist,2015-06-13 11:25:02,214,0.69
2,moist,2015-06-13 11:25:02,208,0.67
1,moist,2015-06-13 11:35:02,215,0.69
2,moist,2015-06-13 11:35:02,211,0.68
1,moist,2015-06-13 11:45:02,214,0.69
2,moist,2015-06-13 11:45:02,212,0.68
1,moist,2015-06-13 11:55:02,216,0.7
2,moist,2015-06-13 11:55:02,211,0.68
1,moist,2015-06-13 12:05:02,213,0.69
2,moist,2015-06-13 12:05:02,209,0.67
1,moist,2015-06-13 12:15:02,214,0.69
2,moist,2015-06-13 12:15:02,210,0.68
1,moist,2015-06-13 12:25:02,215,0.69
2,moist,2015-06-13 12:25:02,211,0.68
1,moist,2015-06-13 12:35:02,215,0.69
2,moist,2015-06-13 12:35:02,212,0.68
1,moist,2015-06-13 12:45:02,214,0.69
2,moist,2015-06-13 12:45:02,211,0.68
1,moist,2015-06-13 12:55:02,213,0.69
2,moist,2015-06-13 12:55:02,210,0.68
1,moist,2015-06-13 13:05:02,214,0.69
2,moist,2015-06-13 13:05:02,212,0.68
1,moist,2015-06-13 13:15:02,215,0.69
2,moist,2015-06-13 13:15:02,211,0.68
1,moist,2015-06-13 13:25:02,215,0.69
2,moist,2015-06-13 13:25:02,210,0.68
1,moist,2015-06-13 13:35:02,213,0.69
2,moist,2015-06-13 13:35:02,211,0.68
1,moist,2015-06-13 13:45:02,213,0.69
2,moist,2015-06-13 13:45:02,210,0.68
1,moist,2015-06-13 13:55:02,213,0.69
2,moist,2015-06-13 13:55:02,209,0.67
1,moist,2015-06-13 14:05:02,212,0.68
2,moist,2015-06-13 14:05:02,209,0.67
1,moist,2015-06-13 14:15:02,213,0.69
2,moist,2015-06-13 14:15:02,210,0.68
1,moist,2015-06-13 14:25:02,214,0.69
2,moist,2015-06-13 14:25:02,210,0.68
1,moist,2015-06-13 14:35:02,212,0.68
2,moist,2015-06-13 14:35:02,210,0.68
1,moist,2015-06-13 14:45:02,212,0.68
2,moist,2015-06-13 14:45:02,209,0.67
1,moist,2015-06-13 14:55:02,212,0.68
2,moist,2015-06-13 14:55:02,209,0.67
1,moist,2015-06-13 15:05:02,212,0.68
2,moist,2015-06-13 15:05:02,207,0.67
1,moist,2015-06-13 15:15:02,212,0.68
2,moist,2015-06-13 15:15:02,208,0.67
1,moist,2015-06-13 15:25:02,213,0.69
2,moist,2015-06-13 15:25:02,209,0.67
1,moist,2015-06-13 15:35:02,213,0.69
2,moist,2015-06-13 15:35:02,209,0.67
1,moist,2015-06-13 15:45:02,213,0.69
2,moist,2015-06-13 15:45:02,209,0.67
1,moist,2015-06-13 15:55:02,213,0.69
2,moist,2015-06-13 15:55:02,208,0.67
1,moist,2015-06-13 16:05:02,213,0.69
2,moist,2015-06-13 16:05:02,209,0.67
1,moist,2015-06-13 16:15:02,212,0.68
2,moist,2015-06-13 16:15:02,208,0.67
1,moist,2015-06-13 16:25:02,212,0.68
2,moist,2015-06-13 16:25:02,207,0.67
1,moist,2015-06-13 16:35:02,213,0.69
2,moist,2015-06-13 16:35:02,208,0.67
1,moist,2015-06-13 16:45:02,212,0.68
2,moist,2015-06-13 16:45:02,208,0.67
1,moist,2015-06-13 16:55:02,210,0.68
2,moist,2015-06-13 16:55:02,207,0.67
1,moist,2015-06-13 17:05:02,210,0.68
2,moist,2015-06-13 17:05:02,207,0.67
1,moist,2015-06-13 17:15:02,210,0.68
2,moist,2015-06-13 17:15:02,206,0.66
1,moist,2015-06-13 17:25:02,211,0.68
2,moist,2015-06-13 17:25:02,208,0.67
1,moist,2015-06-13 17:35:02,210,0.68
2,moist,2015-06-13 17:35:02,207,0.67
1,moist,2015-06-13 17:45:02,210,0.68
2,moist,2015-06-13 17:45:02,206,0.66
1,moist,2015-06-13 17:55:02,215,0.69
2,moist,2015-06-13 17:55:02,206,0.66
1,moist,2015-06-13 18:05:02,212,0.68
2,moist,2015-06-13 18:05:02,208,0.67
1,moist,2015-06-13 18:15:02,211,0.68
2,moist,2015-06-13 18:15:02,206,0.66
1,moist,2015-06-13 18:25:02,211,0.68
2,moist,2015-06-13 18:25:02,206,0.66
1,moist,2015-06-13 18:35:02,211,0.68
2,moist,2015-06-13 18:35:02,208,0.67
1,moist,2015-06-13 18:45:02,211,0.68
2,moist,2015-06-13 18:45:02,209,0.67
1,moist,2015-06-13 18:55:02,212,0.68
2,moist,2015-06-13 18:55:02,208,0.67
1,moist,2015-06-13 19:05:02,210,0.68
2,moist,2015-06-13 19:05:02,207,0.67
1,moist,2015-06-13 19:15:02,210,0.68
2,moist,2015-06-13 19:15:02,207,0.67
1,moist,2015-06-13 19:25:02,210,0.68
2,moist,2015-06-13 19:25:02,207,0.67
1,moist,2015-06-13 19:35:02,211,0.68
2,moist,2015-06-13 19:35:02,208,0.67
1,moist,2015-06-13 19:45:02,211,0.68
2,moist,2015-06-13 19:45:02,208,0.67
1,moist,2015-06-13 19:55:02,211,0.68
2,moist,2015-06-13 19:55:02,208,0.67
1,moist,2015-06-13 20:05:02,210,0.68
2,moist,2015-06-13 20:05:02,207,0.67
1,moist,2015-06-13 20:15:02,210,0.68
2,moist,2015-06-13 20:15:02,206,0.66
1,moist,2015-06-13 20:25:02,210,0.68
2,moist,2015-06-13 20:25:02,207,0.67
1,moist,2015-06-13 20:35:02,211,0.68
2,moist,2015-06-13 20:35:02,208,0.67
1,moist,2015-06-13 20:45:02,210,0.68
2,moist,2015-06-13 20:45:02,207,0.67
1,moist,2015-06-13 20:55:02,210,0.68
2,moist,2015-06-13 20:55:02,206,0.66
1,moist,2015-06-13 21:05:02,211,0.68
2,moist,2015-06-13 21:05:02,207,0.67
1,moist,2015-06-13 21:15:02,211,0.68
2,moist,2015-06-13 21:15:02,209,0.67
1,moist,2015-06-13 21:25:02,210,0.68
2,moist,2015-06-13 21:25:02,208,0.67
1,moist,2015-06-13 21:35:02,212,0.68
2,moist,2015-06-13 21:35:02,206,0.66
1,moist,2015-06-13 21:45:02,210,0.68
2,moist,2015-06-13 21:45:02,208,0.67
1,moist,2015-06-13 21:55:02,212,0.68
2,moist,2015-06-13 21:55:02,207,0.67
1,moist,2015-06-13 22:05:02,213,0.69
2,moist,2015-06-13 22:05:02,209,0.67
1,moist,2015-06-13 22:15:02,212,0.68
2,moist,2015-06-13 22:15:02,204,0.66
1,moist,2015-06-13 22:25:02,211,0.68
2,moist,2015-06-13 22:25:02,208,0.67
1,moist,2015-06-13 22:35:02,212,0.68
2,moist,2015-06-13 22:35:02,208,0.67
1,moist,2015-06-13 22:45:02,212,0.68
2,moist,2015-06-13 22:45:02,209,0.67
1,moist,2015-06-13 22:55:02,213,0.69
2,moist,2015-06-13 22:55:02,210,0.68
1,moist,2015-06-13 23:05:02,213,0.69
2,moist,2015-06-13 23:05:02,209,0.67
1,moist,2015-06-13 23:15:02,212,0.68
2,moist,2015-06-13 23:15:02,209,0.67
